danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,like
0.846,0.647,2,-7.916,1,0.39,0.0858,0,0.116,0.537,81.996,audio_features,2GF1SiCjxeNpuvGbROVy8O,spotify:track:2GF1SiCjxeNpuvGbROVy8O,https://api.spotify.com/v1/tracks/2GF1SiCjxeNpuvGbROVy8O,https://api.spotify.com/v1/audio-analysis/2GF1SiCjxeNpuvGbROVy8O,257647,4,0
0.713,0.627,8,-9.306,1,0.399,0.0501,0,0.0563,0.217,75.046,audio_features,77tZRw1R60WIbjwBP7HjRu,spotify:track:77tZRw1R60WIbjwBP7HjRu,https://api.spotify.com/v1/tracks/77tZRw1R60WIbjwBP7HjRu,https://api.spotify.com/v1/audio-analysis/77tZRw1R60WIbjwBP7HjRu,286729,4,0
0.798,0.655,2,-5.876,1,0.406,0.157,0,0.172,0.609,92.197,audio_features,40ZKynTJvdnzgzXhyeuAT4,spotify:track:40ZKynTJvdnzgzXhyeuAT4,https://api.spotify.com/v1/tracks/40ZKynTJvdnzgzXhyeuAT4,https://api.spotify.com/v1/audio-analysis/40ZKynTJvdnzgzXhyeuAT4,190360,4,0
0.652,0.407,10,-11.028,0,0.0354,0.471,0,0.294,0.169,111.65,audio_features,3MWlVSkoLS1e66nlZ2tuWJ,spotify:track:3MWlVSkoLS1e66nlZ2tuWJ,https://api.spotify.com/v1/tracks/3MWlVSkoLS1e66nlZ2tuWJ,https://api.spotify.com/v1/audio-analysis/3MWlVSkoLS1e66nlZ2tuWJ,127880,3,0
0.713,0.419,11,-10.668,1,0.356,0.435,2.87e-06,0.126,0.253,91.634,audio_features,6AGON2BGdPmPMJGiiNuuwl,spotify:track:6AGON2BGdPmPMJGiiNuuwl,https://api.spotify.com/v1/tracks/6AGON2BGdPmPMJGiiNuuwl,https://api.spotify.com/v1/audio-analysis/6AGON2BGdPmPMJGiiNuuwl,201667,4,0
0.653,0.409,9,-11.446,1,0.421,0.361,0.00012,0.189,0.187,174.324,audio_features,6I6NX6tjGsxFAsIfGzY9lJ,spotify:track:6I6NX6tjGsxFAsIfGzY9lJ,https://api.spotify.com/v1/tracks/6I6NX6tjGsxFAsIfGzY9lJ,https://api.spotify.com/v1/audio-analysis/6I6NX6tjGsxFAsIfGzY9lJ,264747,4,0
0.857,0.378,7,-8.371,0,0.0928,0.789,0.000171,0.119,0.626,119.976,audio_features,2z3joGXrdGL2iEjIKQTiN1,spotify:track:2z3joGXrdGL2iEjIKQTiN1,https://api.spotify.com/v1/tracks/2z3joGXrdGL2iEjIKQTiN1,https://api.spotify.com/v1/audio-analysis/2z3joGXrdGL2iEjIKQTiN1,194347,3,0
0.435,0.202,2,-15.097,1,0.0702,0.776,0.0976,0.245,0.0429,139.574,audio_features,0HtOJj7Kl74s1Ngf3MWeif,spotify:track:0HtOJj7Kl74s1Ngf3MWeif,https://api.spotify.com/v1/tracks/0HtOJj7Kl74s1Ngf3MWeif,https://api.spotify.com/v1/audio-analysis/0HtOJj7Kl74s1Ngf3MWeif,209080,4,0
0.58,0.519,11,-10.653,0,0.251,0.642,0.00116,0.0936,0.242,107.401,audio_features,3pjUyVbFmM96tYhSaKJwTt,spotify:track:3pjUyVbFmM96tYhSaKJwTt,https://api.spotify.com/v1/tracks/3pjUyVbFmM96tYhSaKJwTt,https://api.spotify.com/v1/audio-analysis/3pjUyVbFmM96tYhSaKJwTt,331480,4,0
0.894,0.284,11,-13.002,0,0.33,0.358,0.000487,0.11,0.413,138.944,audio_features,0utlOiJy2weVl9WTkcEWHy,spotify:track:0utlOiJy2weVl9WTkcEWHy,https://api.spotify.com/v1/tracks/0utlOiJy2weVl9WTkcEWHy,https://api.spotify.com/v1/audio-analysis/0utlOiJy2weVl9WTkcEWHy,216520,4,0
0.713,0.496,7,-10.045,0,0.311,0.218,0.000237,0.0761,0.6,162.039,audio_features,77IAeEz8LEchPN8UNjaTJ2,spotify:track:77IAeEz8LEchPN8UNjaTJ2,https://api.spotify.com/v1/tracks/77IAeEz8LEchPN8UNjaTJ2,https://api.spotify.com/v1/audio-analysis/77IAeEz8LEchPN8UNjaTJ2,316920,4,0
0.513,0.197,2,-15.167,1,0.0851,0.776,0.00272,0.114,0.049,69.82,audio_features,5rmcjZTrE9JR1YrbNZDFNW,spotify:track:5rmcjZTrE9JR1YrbNZDFNW,https://api.spotify.com/v1/tracks/5rmcjZTrE9JR1YrbNZDFNW,https://api.spotify.com/v1/audio-analysis/5rmcjZTrE9JR1YrbNZDFNW,278920,4,0
0.704,0.481,11,-10.493,0,0.363,0.378,7.09e-05,0.0874,0.494,78.628,audio_features,1vvnYpYEMVB4aq9I6tHIEB,spotify:track:1vvnYpYEMVB4aq9I6tHIEB,https://api.spotify.com/v1/tracks/1vvnYpYEMVB4aq9I6tHIEB,https://api.spotify.com/v1/audio-analysis/1vvnYpYEMVB4aq9I6tHIEB,530253,4,0
0.266,0.47,2,-11.847,0,0.0457,0.0644,0.000138,0.82,0.0863,86.084,audio_features,1TpwCt5UN4x4XFA5CLNLib,spotify:track:1TpwCt5UN4x4XFA5CLNLib,https://api.spotify.com/v1/tracks/1TpwCt5UN4x4XFA5CLNLib,https://api.spotify.com/v1/audio-analysis/1TpwCt5UN4x4XFA5CLNLib,126080,3,0
0.532,0.781,7,-7.355,0,0.351,0.056,0,0.704,0.206,86.585,audio_features,4hDVp91fU023kzpG2Pa50r,spotify:track:4hDVp91fU023kzpG2Pa50r,https://api.spotify.com/v1/tracks/4hDVp91fU023kzpG2Pa50r,https://api.spotify.com/v1/audio-analysis/4hDVp91fU023kzpG2Pa50r,415693,4,0
0.44,0.869,6,-6.923,0,0.461,0.0548,0,0.327,0.48,180.118,audio_features,4VUpgvJxbriXHrMrsb60HB,spotify:track:4VUpgvJxbriXHrMrsb60HB,https://api.spotify.com/v1/tracks/4VUpgvJxbriXHrMrsb60HB,https://api.spotify.com/v1/audio-analysis/4VUpgvJxbriXHrMrsb60HB,265880,4,0
0.499,0.842,1,-6.375,1,0.512,0.11,0,0.953,0.296,75.811,audio_features,5rSH2YlI18D4mmgP0tQbs9,spotify:track:5rSH2YlI18D4mmgP0tQbs9,https://api.spotify.com/v1/tracks/5rSH2YlI18D4mmgP0tQbs9,https://api.spotify.com/v1/audio-analysis/5rSH2YlI18D4mmgP0tQbs9,272987,4,0
0.664,0.662,10,-8.206,0,0.367,0.179,0,0.754,0.185,98.268,audio_features,5EPp5oygWvFf08qCFBAZcV,spotify:track:5EPp5oygWvFf08qCFBAZcV,https://api.spotify.com/v1/tracks/5EPp5oygWvFf08qCFBAZcV,https://api.spotify.com/v1/audio-analysis/5EPp5oygWvFf08qCFBAZcV,284960,4,0
0.685,0.895,10,-6.662,0,0.295,0.0616,0,0.928,0.331,93.53,audio_features,77aasEzxEXE13suFG6npRE,spotify:track:77aasEzxEXE13suFG6npRE,https://api.spotify.com/v1/tracks/77aasEzxEXE13suFG6npRE,https://api.spotify.com/v1/audio-analysis/77aasEzxEXE13suFG6npRE,219480,4,0
0.529,0.443,11,-10.368,0,0.206,0.069,1.85e-05,0.591,0.0609,86.937,audio_features,0blFG9HMuSPedfdyFnN7m9,spotify:track:0blFG9HMuSPedfdyFnN7m9,https://api.spotify.com/v1/tracks/0blFG9HMuSPedfdyFnN7m9,https://api.spotify.com/v1/audio-analysis/0blFG9HMuSPedfdyFnN7m9,467867,4,0
0.545,0.702,1,-8.975,1,0.481,0.107,0,0.927,0.174,115.555,audio_features,5eosij7UzMFxOiR5NbWUYv,spotify:track:5eosij7UzMFxOiR5NbWUYv,https://api.spotify.com/v1/tracks/5eosij7UzMFxOiR5NbWUYv,https://api.spotify.com/v1/audio-analysis/5eosij7UzMFxOiR5NbWUYv,410280,1,0
0.704,0.762,1,-8.582,1,0.305,0.0507,0,0.893,0.234,132.205,audio_features,1O02UzJKK7njDp3lQqLhUm,spotify:track:1O02UzJKK7njDp3lQqLhUm,https://api.spotify.com/v1/tracks/1O02UzJKK7njDp3lQqLhUm,https://api.spotify.com/v1/audio-analysis/1O02UzJKK7njDp3lQqLhUm,286587,4,0
0.63,0.695,10,-7.666,0,0.318,0.0847,1.15e-06,0.77,0.163,102.647,audio_features,0SFZAQnxM6KBBNi8Y7YflZ,spotify:track:0SFZAQnxM6KBBNi8Y7YflZ,https://api.spotify.com/v1/tracks/0SFZAQnxM6KBBNi8Y7YflZ,https://api.spotify.com/v1/audio-analysis/0SFZAQnxM6KBBNi8Y7YflZ,356187,4,0
0.419,0.459,9,-11.659,0,0.101,0.147,0.00121,0.822,0.174,81.891,audio_features,0Doo3FFDXdBkUPQopiZrGa,spotify:track:0Doo3FFDXdBkUPQopiZrGa,https://api.spotify.com/v1/tracks/0Doo3FFDXdBkUPQopiZrGa,https://api.spotify.com/v1/audio-analysis/0Doo3FFDXdBkUPQopiZrGa,181880,4,0
0.619,0.738,5,-7.559,1,0.218,0.202,2.84e-06,0.513,0.354,139.639,audio_features,00X0ABCr4AZpT5GDfwjdcg,spotify:track:00X0ABCr4AZpT5GDfwjdcg,https://api.spotify.com/v1/tracks/00X0ABCr4AZpT5GDfwjdcg,https://api.spotify.com/v1/audio-analysis/00X0ABCr4AZpT5GDfwjdcg,286107,4,0
0.555,0.577,0,-9.64,0,0.689,0.455,0,0.924,0.182,86.338,audio_features,6EaJ6rsAqrcfsEhKzrtK9i,spotify:track:6EaJ6rsAqrcfsEhKzrtK9i,https://api.spotify.com/v1/tracks/6EaJ6rsAqrcfsEhKzrtK9i,https://api.spotify.com/v1/audio-analysis/6EaJ6rsAqrcfsEhKzrtK9i,464813,4,0
0.456,0.268,7,-15.164,0,0.0417,0.844,0.0693,0.107,0.12,78.531,audio_features,4YwNf1fLZt9IQhJeHNWfBi,spotify:track:4YwNf1fLZt9IQhJeHNWfBi,https://api.spotify.com/v1/tracks/4YwNf1fLZt9IQhJeHNWfBi,https://api.spotify.com/v1/audio-analysis/4YwNf1fLZt9IQhJeHNWfBi,129267,4,0
0.483,0.546,5,-8.59,1,0.349,0.259,0,0.0951,0.372,81.967,audio_features,6NyhBA9M6KK0fuVsojxL00,spotify:track:6NyhBA9M6KK0fuVsojxL00,https://api.spotify.com/v1/tracks/6NyhBA9M6KK0fuVsojxL00,https://api.spotify.com/v1/audio-analysis/6NyhBA9M6KK0fuVsojxL00,242813,4,0
0.504,0.705,6,-8.205,0,0.364,0.0752,0,0.128,0.584,175.483,audio_features,6Ius4TC0L3cN74HT7ENE6e,spotify:track:6Ius4TC0L3cN74HT7ENE6e,https://api.spotify.com/v1/tracks/6Ius4TC0L3cN74HT7ENE6e,https://api.spotify.com/v1/audio-analysis/6Ius4TC0L3cN74HT7ENE6e,239320,4,0
0.518,0.809,1,-6.362,1,0.566,0.389,0,0.275,0.261,146.216,audio_features,4txn9qnwK3ILQqv5oq2mO3,spotify:track:4txn9qnwK3ILQqv5oq2mO3,https://api.spotify.com/v1/tracks/4txn9qnwK3ILQqv5oq2mO3,https://api.spotify.com/v1/audio-analysis/4txn9qnwK3ILQqv5oq2mO3,264213,4,0
0.559,0.556,6,-7.844,1,0.531,0.553,0,0.251,0.362,189.861,audio_features,7lL3MvFWFFSD25pBz72Agj,spotify:track:7lL3MvFWFFSD25pBz72Agj,https://api.spotify.com/v1/tracks/7lL3MvFWFFSD25pBz72Agj,https://api.spotify.com/v1/audio-analysis/7lL3MvFWFFSD25pBz72Agj,269787,4,0
0.516,0.738,11,-7.21,1,0.415,0.279,0,0.621,0.595,175.432,audio_features,4Tjh34RS4ACZ6f6srlDBg8,spotify:track:4Tjh34RS4ACZ6f6srlDBg8,https://api.spotify.com/v1/tracks/4Tjh34RS4ACZ6f6srlDBg8,https://api.spotify.com/v1/audio-analysis/4Tjh34RS4ACZ6f6srlDBg8,288200,4,0
0.561,0.541,9,-9.818,0,0.0711,0.054,0.0371,0.0627,0.324,84.241,audio_features,4qRjfovbhI4EwP7VQNfxVW,spotify:track:4qRjfovbhI4EwP7VQNfxVW,https://api.spotify.com/v1/tracks/4qRjfovbhI4EwP7VQNfxVW,https://api.spotify.com/v1/audio-analysis/4qRjfovbhI4EwP7VQNfxVW,257920,4,0
0.889,0.393,4,-10.821,0,0.267,0.331,8.67e-06,0.283,0.304,128.065,audio_features,16qYlQ6koFxYVbiJbGHblz,spotify:track:16qYlQ6koFxYVbiJbGHblz,https://api.spotify.com/v1/tracks/16qYlQ6koFxYVbiJbGHblz,https://api.spotify.com/v1/audio-analysis/16qYlQ6koFxYVbiJbGHblz,301133,4,0
0.696,0.521,10,-8.465,0,0.332,0.302,0,0.0565,0.458,100.0,audio_features,62vpWI1CHwFy7tMIcSStl8,spotify:track:62vpWI1CHwFy7tMIcSStl8,https://api.spotify.com/v1/tracks/62vpWI1CHwFy7tMIcSStl8,https://api.spotify.com/v1/audio-analysis/62vpWI1CHwFy7tMIcSStl8,292987,4,0
0.631,0.7,9,-8.565,0,0.212,0.0774,1.19e-05,0.106,0.329,159.973,audio_features,30Chv2SmIry70YwtmtaKnj,spotify:track:30Chv2SmIry70YwtmtaKnj,https://api.spotify.com/v1/tracks/30Chv2SmIry70YwtmtaKnj,https://api.spotify.com/v1/audio-analysis/30Chv2SmIry70YwtmtaKnj,219173,4,0
0.801,0.543,5,-9.236,1,0.091,0.564,0,0.116,0.534,133.982,audio_features,1HNs07uZxZniPNmniw2GTa,spotify:track:1HNs07uZxZniPNmniw2GTa,https://api.spotify.com/v1/tracks/1HNs07uZxZniPNmniw2GTa,https://api.spotify.com/v1/audio-analysis/1HNs07uZxZniPNmniw2GTa,293040,4,0
0.502,0.623,8,-8.812,1,0.441,0.609,0,0.119,0.399,75.555,audio_features,4gkl7QbQvBd3TM9PhlWFkI,spotify:track:4gkl7QbQvBd3TM9PhlWFkI,https://api.spotify.com/v1/tracks/4gkl7QbQvBd3TM9PhlWFkI,https://api.spotify.com/v1/audio-analysis/4gkl7QbQvBd3TM9PhlWFkI,211680,1,0
0.652,0.455,8,-8.673,1,0.115,0.855,0,0.171,0.325,83.151,audio_features,01VGA34ATxwp0Xo1ldduo2,spotify:track:01VGA34ATxwp0Xo1ldduo2,https://api.spotify.com/v1/tracks/01VGA34ATxwp0Xo1ldduo2,https://api.spotify.com/v1/audio-analysis/01VGA34ATxwp0Xo1ldduo2,875307,4,0
0.657,0.836,11,-6.075,0,0.196,0.0493,0.00366,0.367,0.049,107.352,audio_features,3YjQfsV7vIDj0eovuUlbK7,spotify:track:3YjQfsV7vIDj0eovuUlbK7,https://api.spotify.com/v1/tracks/3YjQfsV7vIDj0eovuUlbK7,https://api.spotify.com/v1/audio-analysis/3YjQfsV7vIDj0eovuUlbK7,307867,4,0
0.646,0.608,0,-10.688,0,0.751,0.643,0,0.353,0.966,161.246,audio_features,38k4PhKjLcPOiSdobEgXCW,spotify:track:38k4PhKjLcPOiSdobEgXCW,https://api.spotify.com/v1/tracks/38k4PhKjLcPOiSdobEgXCW,https://api.spotify.com/v1/audio-analysis/38k4PhKjLcPOiSdobEgXCW,46067,4,0
0.772,0.729,2,-7.808,1,0.292,0.23,0,0.257,0.475,104.031,audio_features,4cvUik0BhfRXJyEGtTYuut,spotify:track:4cvUik0BhfRXJyEGtTYuut,https://api.spotify.com/v1/tracks/4cvUik0BhfRXJyEGtTYuut,https://api.spotify.com/v1/audio-analysis/4cvUik0BhfRXJyEGtTYuut,254453,4,0
0.667,0.61,1,-7.054,1,0.217,0.322,0.000203,0.426,0.465,99.991,audio_features,7FOJvA3PxiIU0DN3JjQ7jT,spotify:track:7FOJvA3PxiIU0DN3JjQ7jT,https://api.spotify.com/v1/tracks/7FOJvA3PxiIU0DN3JjQ7jT,https://api.spotify.com/v1/audio-analysis/7FOJvA3PxiIU0DN3JjQ7jT,241160,4,0
0.617,0.719,1,-7.635,0,0.387,0.756,0,0.149,0.477,84.831,audio_features,3Iz0A1nuTjiLvXQaBxjWzn,spotify:track:3Iz0A1nuTjiLvXQaBxjWzn,https://api.spotify.com/v1/tracks/3Iz0A1nuTjiLvXQaBxjWzn,https://api.spotify.com/v1/audio-analysis/3Iz0A1nuTjiLvXQaBxjWzn,77640,4,0
0.74,0.474,11,-8.708,0,0.0622,0.174,8.31e-06,0.153,0.0818,107.454,audio_features,4pqiLICe0uTHb9WfY02ek9,spotify:track:4pqiLICe0uTHb9WfY02ek9,https://api.spotify.com/v1/tracks/4pqiLICe0uTHb9WfY02ek9,https://api.spotify.com/v1/audio-analysis/4pqiLICe0uTHb9WfY02ek9,258400,4,0
0.475,0.757,2,-7.307,1,0.357,0.195,0,0.37,0.0707,187.929,audio_features,6uslSzMm1xIuCf5p9ECEtz,spotify:track:6uslSzMm1xIuCf5p9ECEtz,https://api.spotify.com/v1/tracks/6uslSzMm1xIuCf5p9ECEtz,https://api.spotify.com/v1/audio-analysis/6uslSzMm1xIuCf5p9ECEtz,314493,4,0
0.766,0.739,1,-10.364,1,0.0805,0.0192,0.0794,0.229,0.185,118.005,audio_features,282L6SR4Y8Rs0VUgtEy1Zw,spotify:track:282L6SR4Y8Rs0VUgtEy1Zw,https://api.spotify.com/v1/tracks/282L6SR4Y8Rs0VUgtEy1Zw,https://api.spotify.com/v1/audio-analysis/282L6SR4Y8Rs0VUgtEy1Zw,296520,4,0
0.586,0.717,8,-8.543,0,0.197,0.472,0.00236,0.104,0.306,125.007,audio_features,0QpYkajexWrB0P3TWvkHlm,spotify:track:0QpYkajexWrB0P3TWvkHlm,https://api.spotify.com/v1/tracks/0QpYkajexWrB0P3TWvkHlm,https://api.spotify.com/v1/audio-analysis/0QpYkajexWrB0P3TWvkHlm,276093,4,0
0.423,0.241,6,-12.823,1,0.0646,0.893,0,0.338,0.787,140.399,audio_features,7fn3jCTpdh4oUxOaAXyI40,spotify:track:7fn3jCTpdh4oUxOaAXyI40,https://api.spotify.com/v1/tracks/7fn3jCTpdh4oUxOaAXyI40,https://api.spotify.com/v1/audio-analysis/7fn3jCTpdh4oUxOaAXyI40,36667,3,0
0.838,0.505,1,-9.354,1,0.383,0.548,0.00127,0.211,0.407,110.029,audio_features,5kpnUpMNV9dPNCKY7JtW3Q,spotify:track:5kpnUpMNV9dPNCKY7JtW3Q,https://api.spotify.com/v1/tracks/5kpnUpMNV9dPNCKY7JtW3Q,https://api.spotify.com/v1/audio-analysis/5kpnUpMNV9dPNCKY7JtW3Q,268667,4,0
0.625,0.642,0,-7.291,1,0.168,0.279,1.22e-06,0.103,0.333,84.544,audio_features,5A0NEY8GOCB3ErRSRPpY72,spotify:track:5A0NEY8GOCB3ErRSRPpY72,https://api.spotify.com/v1/tracks/5A0NEY8GOCB3ErRSRPpY72,https://api.spotify.com/v1/audio-analysis/5A0NEY8GOCB3ErRSRPpY72,284507,4,0
0.703,0.852,7,-5.932,1,0.196,0.0814,0.0014,0.314,0.961,76.471,audio_features,5Je1fS7wNMhngKuU0fKUvw,spotify:track:5Je1fS7wNMhngKuU0fKUvw,https://api.spotify.com/v1/tracks/5Je1fS7wNMhngKuU0fKUvw,https://api.spotify.com/v1/audio-analysis/5Je1fS7wNMhngKuU0fKUvw,147413,4,0
0.607,0.784,7,-6.293,1,0.268,0.433,0,0.689,0.482,81.004,audio_features,6JG0qhINKVwiHxqN85j7RG,spotify:track:6JG0qhINKVwiHxqN85j7RG,https://api.spotify.com/v1/tracks/6JG0qhINKVwiHxqN85j7RG,https://api.spotify.com/v1/audio-analysis/6JG0qhINKVwiHxqN85j7RG,278573,4,0
0.458,0.74,9,-5.65,0,0.245,0.0256,0,0.296,0.37,79.255,audio_features,26RcjBcThMrZ8KvsqApOvN,spotify:track:26RcjBcThMrZ8KvsqApOvN,https://api.spotify.com/v1/tracks/26RcjBcThMrZ8KvsqApOvN,https://api.spotify.com/v1/audio-analysis/26RcjBcThMrZ8KvsqApOvN,277200,4,0
0.556,0.908,5,-4.759,0,0.245,0.301,0,0.129,0.715,158.151,audio_features,2wQVmS0j4xcSbEK8CLEgwz,spotify:track:2wQVmS0j4xcSbEK8CLEgwz,https://api.spotify.com/v1/tracks/2wQVmS0j4xcSbEK8CLEgwz,https://api.spotify.com/v1/audio-analysis/2wQVmS0j4xcSbEK8CLEgwz,209360,4,0
0.498,0.678,9,-7.407,0,0.141,0.00431,0.000951,0.142,0.205,172.191,audio_features,0aKjN6mBKSMmP3TpfezOxM,spotify:track:0aKjN6mBKSMmP3TpfezOxM,https://api.spotify.com/v1/tracks/0aKjN6mBKSMmP3TpfezOxM,https://api.spotify.com/v1/audio-analysis/0aKjN6mBKSMmP3TpfezOxM,225867,4,0
0.365,0.655,8,-6.957,1,0.311,0.291,0.00037,0.164,0.31,171.333,audio_features,5u89YD9CJMFVfFqUoeGy2P,spotify:track:5u89YD9CJMFVfFqUoeGy2P,https://api.spotify.com/v1/tracks/5u89YD9CJMFVfFqUoeGy2P,https://api.spotify.com/v1/audio-analysis/5u89YD9CJMFVfFqUoeGy2P,271813,4,0
0.547,0.747,4,-8.597,0,0.351,0.0826,1.48e-05,0.231,0.216,83.295,audio_features,1PQAocUDoT1Q90Sabu1MTu,spotify:track:1PQAocUDoT1Q90Sabu1MTu,https://api.spotify.com/v1/tracks/1PQAocUDoT1Q90Sabu1MTu,https://api.spotify.com/v1/audio-analysis/1PQAocUDoT1Q90Sabu1MTu,165400,4,0
0.709,0.687,10,-7.394,0,0.174,0.0334,1.7e-06,0.103,0.327,138.046,audio_features,7ncDwhSTgCZuL3OZNkvZ97,spotify:track:7ncDwhSTgCZuL3OZNkvZ97,https://api.spotify.com/v1/tracks/7ncDwhSTgCZuL3OZNkvZ97,https://api.spotify.com/v1/audio-analysis/7ncDwhSTgCZuL3OZNkvZ97,217240,4,0
0.489,0.821,1,-6.904,0,0.229,0.0669,0,0.15,0.684,122.663,audio_features,4fFZW98VLhdZSlyC07wt6v,spotify:track:4fFZW98VLhdZSlyC07wt6v,https://api.spotify.com/v1/tracks/4fFZW98VLhdZSlyC07wt6v,https://api.spotify.com/v1/audio-analysis/4fFZW98VLhdZSlyC07wt6v,252053,5,0
0.671,0.81,11,-5.987,0,0.207,0.0233,0.00443,0.386,0.047,107.498,audio_features,7kLt8imhhlDFr34ySOwZIZ,spotify:track:7kLt8imhhlDFr34ySOwZIZ,https://api.spotify.com/v1/tracks/7kLt8imhhlDFr34ySOwZIZ,https://api.spotify.com/v1/audio-analysis/7kLt8imhhlDFr34ySOwZIZ,307893,4,0
0.749,0.571,7,-10.692,0,0.718,0.69,0,0.356,0.964,97.43,audio_features,7lO6rOxYlefFb3VIb8iER9,spotify:track:7lO6rOxYlefFb3VIb8iER9,https://api.spotify.com/v1/tracks/7lO6rOxYlefFb3VIb8iER9,https://api.spotify.com/v1/audio-analysis/7lO6rOxYlefFb3VIb8iER9,46147,3,0
0.775,0.695,2,-8.108,1,0.299,0.167,0,0.213,0.486,104.105,audio_features,6OqbSJGOkyTQrYhLLwMZbW,spotify:track:6OqbSJGOkyTQrYhLLwMZbW,https://api.spotify.com/v1/tracks/6OqbSJGOkyTQrYhLLwMZbW,https://api.spotify.com/v1/audio-analysis/6OqbSJGOkyTQrYhLLwMZbW,254453,4,0
0.678,0.577,1,-7.595,1,0.204,0.342,0.00204,0.423,0.496,99.973,audio_features,6Byi2EF3GH5y6TFJq8m2rz,spotify:track:6Byi2EF3GH5y6TFJq8m2rz,https://api.spotify.com/v1/tracks/6Byi2EF3GH5y6TFJq8m2rz,https://api.spotify.com/v1/audio-analysis/6Byi2EF3GH5y6TFJq8m2rz,241080,4,0
0.567,0.693,6,-7.546,0,0.357,0.752,1.85e-06,0.134,0.573,83.864,audio_features,5sXuq3WOJHu50sBD1WVRgq,spotify:track:5sXuq3WOJHu50sBD1WVRgq,https://api.spotify.com/v1/tracks/5sXuq3WOJHu50sBD1WVRgq,https://api.spotify.com/v1/audio-analysis/5sXuq3WOJHu50sBD1WVRgq,77720,4,0
0.495,0.479,11,-8.053,0,0.105,0.164,0.000129,0.159,0.0822,107.43,audio_features,2k0chMDyOJxsh6oLpoqI0c,spotify:track:2k0chMDyOJxsh6oLpoqI0c,https://api.spotify.com/v1/tracks/2k0chMDyOJxsh6oLpoqI0c,https://api.spotify.com/v1/audio-analysis/2k0chMDyOJxsh6oLpoqI0c,258493,4,0
0.474,0.753,2,-7.418,1,0.349,0.191,2.3e-06,0.38,0.0709,188.423,audio_features,38qtPRucf4EZR0kXmAqsIC,spotify:track:38qtPRucf4EZR0kXmAqsIC,https://api.spotify.com/v1/tracks/38qtPRucf4EZR0kXmAqsIC,https://api.spotify.com/v1/audio-analysis/38qtPRucf4EZR0kXmAqsIC,314333,4,0
0.506,0.728,9,-10.504,1,0.184,0.0213,0.294,0.203,0.196,115.975,audio_features,39lgR0kYvhm0Q2wIR5tcKe,spotify:track:39lgR0kYvhm0Q2wIR5tcKe,https://api.spotify.com/v1/tracks/39lgR0kYvhm0Q2wIR5tcKe,https://api.spotify.com/v1/audio-analysis/39lgR0kYvhm0Q2wIR5tcKe,296587,4,0
0.58,0.716,8,-8.671,0,0.206,0.491,0.0099,0.111,0.335,125.007,audio_features,2x8cJzo5oiUTS99Ytv7Ap4,spotify:track:2x8cJzo5oiUTS99Ytv7Ap4,https://api.spotify.com/v1/tracks/2x8cJzo5oiUTS99Ytv7Ap4,https://api.spotify.com/v1/audio-analysis/2x8cJzo5oiUTS99Ytv7Ap4,276093,4,0
0.434,0.3,6,-12.816,1,0.0636,0.896,0,0.471,0.861,105.804,audio_features,1ZdAUP0ei27aGx2emwnDau,spotify:track:1ZdAUP0ei27aGx2emwnDau,https://api.spotify.com/v1/tracks/1ZdAUP0ei27aGx2emwnDau,https://api.spotify.com/v1/audio-analysis/1ZdAUP0ei27aGx2emwnDau,36627,4,0
0.904,0.481,1,-10.281,1,0.351,0.584,0.0023,0.281,0.387,109.938,audio_features,1vim9fZVXqVPzGFsa9ooVf,spotify:track:1vim9fZVXqVPzGFsa9ooVf,https://api.spotify.com/v1/tracks/1vim9fZVXqVPzGFsa9ooVf,https://api.spotify.com/v1/audio-analysis/1vim9fZVXqVPzGFsa9ooVf,268640,4,0
0.626,0.639,7,-7.094,1,0.14,0.307,1.61e-06,0.0867,0.329,84.625,audio_features,65WlL0WyUZP0vVpvC102LY,spotify:track:65WlL0WyUZP0vVpvC102LY,https://api.spotify.com/v1/tracks/65WlL0WyUZP0vVpvC102LY,https://api.spotify.com/v1/audio-analysis/65WlL0WyUZP0vVpvC102LY,284507,4,0
0.745,0.835,2,-6.029,1,0.0993,0.0504,0.0306,0.308,0.963,153.049,audio_features,54PIBQT8Rrtb0nVIlsrtTk,spotify:track:54PIBQT8Rrtb0nVIlsrtTk,https://api.spotify.com/v1/tracks/54PIBQT8Rrtb0nVIlsrtTk,https://api.spotify.com/v1/audio-analysis/54PIBQT8Rrtb0nVIlsrtTk,147400,4,0
0.575,0.766,7,-6.27,1,0.275,0.387,0,0.862,0.489,81.05,audio_features,2DrDVUQFDaDyHrzNgzkB7y,spotify:track:2DrDVUQFDaDyHrzNgzkB7y,https://api.spotify.com/v1/tracks/2DrDVUQFDaDyHrzNgzkB7y,https://api.spotify.com/v1/audio-analysis/2DrDVUQFDaDyHrzNgzkB7y,278573,4,0
0.464,0.735,0,-6.284,1,0.3,0.0374,0,0.308,0.369,76.176,audio_features,634TMAMZFj6sUCt1wORA3G,spotify:track:634TMAMZFj6sUCt1wORA3G,https://api.spotify.com/v1/tracks/634TMAMZFj6sUCt1wORA3G,https://api.spotify.com/v1/audio-analysis/634TMAMZFj6sUCt1wORA3G,277280,4,0
