danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,like
0.497,0.913,5,-5.002,0,0.252,0.304,0,0.139,0.624,159.036,audio_features,1pjtZJ6hnh2ATw3lv05RpE,spotify:track:1pjtZJ6hnh2ATw3lv05RpE,https://api.spotify.com/v1/tracks/1pjtZJ6hnh2ATw3lv05RpE,https://api.spotify.com/v1/audio-analysis/1pjtZJ6hnh2ATw3lv05RpE,209507,4,0
0.49,0.303,8,-14.768,0,0.422,0.864,0.000383,0.105,0.0569,62.818,audio_features,4Tqro5z3Uj9cDOWKOPaqMD,spotify:track:4Tqro5z3Uj9cDOWKOPaqMD,https://api.spotify.com/v1/tracks/4Tqro5z3Uj9cDOWKOPaqMD,https://api.spotify.com/v1/audio-analysis/4Tqro5z3Uj9cDOWKOPaqMD,82613,4,0
0.42,0.726,3,-7.113,0,0.415,0.516,0,0.0907,0.316,76.585,audio_features,1Yl4UBgyoHPgyne7rEsFZp,spotify:track:1Yl4UBgyoHPgyne7rEsFZp,https://api.spotify.com/v1/tracks/1Yl4UBgyoHPgyne7rEsFZp,https://api.spotify.com/v1/audio-analysis/1Yl4UBgyoHPgyne7rEsFZp,283067,4,0
0.768,0.62,2,-7.399,1,0.0658,0.139,0,0.521,0.589,132.035,audio_features,3mTpegrOwRn0oJjv4TSbEE,spotify:track:3mTpegrOwRn0oJjv4TSbEE,https://api.spotify.com/v1/tracks/3mTpegrOwRn0oJjv4TSbEE,https://api.spotify.com/v1/audio-analysis/3mTpegrOwRn0oJjv4TSbEE,225960,4,0
0.813,0.563,7,-7.083,1,0.269,0.0293,0,0.125,0.761,83.009,audio_features,6sZv0ECT8cEW3oZtoCuVg4,spotify:track:6sZv0ECT8cEW3oZtoCuVg4,https://api.spotify.com/v1/tracks/6sZv0ECT8cEW3oZtoCuVg4,https://api.spotify.com/v1/audio-analysis/6sZv0ECT8cEW3oZtoCuVg4,208160,4,0
0.521,0.285,5,-14.619,0,0.105,0.936,0.000168,0.115,0.157,64.825,audio_features,2NJu5JtZLPmmuZF7Lr4Arr,spotify:track:2NJu5JtZLPmmuZF7Lr4Arr,https://api.spotify.com/v1/tracks/2NJu5JtZLPmmuZF7Lr4Arr,https://api.spotify.com/v1/audio-analysis/2NJu5JtZLPmmuZF7Lr4Arr,99680,3,0
0.745,0.572,10,-7.003,0,0.174,0.705,0,0.146,0.663,89.051,audio_features,5pIn0ZiclQOMzoFUlgDY0f,spotify:track:5pIn0ZiclQOMzoFUlgDY0f,https://api.spotify.com/v1/tracks/5pIn0ZiclQOMzoFUlgDY0f,https://api.spotify.com/v1/audio-analysis/5pIn0ZiclQOMzoFUlgDY0f,237853,4,0
0.556,0.574,10,-8.555,0,0.0951,0.0929,0.000219,0.113,0.29,138.954,audio_features,4OSRNTDInE9bDHBBJ77tMw,spotify:track:4OSRNTDInE9bDHBBJ77tMw,https://api.spotify.com/v1/tracks/4OSRNTDInE9bDHBBJ77tMw,https://api.spotify.com/v1/audio-analysis/4OSRNTDInE9bDHBBJ77tMw,237947,4,0
0.695,0.768,5,-8.819,0,0.136,0.00137,0,0.0964,0.499,156.974,audio_features,5vSqkO8k4lrXPj2xlYL4br,spotify:track:5vSqkO8k4lrXPj2xlYL4br,https://api.spotify.com/v1/tracks/5vSqkO8k4lrXPj2xlYL4br,https://api.spotify.com/v1/audio-analysis/5vSqkO8k4lrXPj2xlYL4br,184587,4,0
0.44,0.671,3,-10.598,0,0.477,0.764,0,0.212,0.479,83.078,audio_features,4OkiWfrZKmmVoILXk8JEtl,spotify:track:4OkiWfrZKmmVoILXk8JEtl,https://api.spotify.com/v1/tracks/4OkiWfrZKmmVoILXk8JEtl,https://api.spotify.com/v1/audio-analysis/4OkiWfrZKmmVoILXk8JEtl,234387,4,0
0.727,0.781,5,-8.614,1,0.29,0.103,0,0.0537,0.682,81.076,audio_features,3l6lmZCaZdnc90MI2BktqP,spotify:track:3l6lmZCaZdnc90MI2BktqP,https://api.spotify.com/v1/tracks/3l6lmZCaZdnc90MI2BktqP,https://api.spotify.com/v1/audio-analysis/3l6lmZCaZdnc90MI2BktqP,263720,4,0
0.793,0.498,8,-11.208,0,0.17,0.0974,1.26e-05,0.13,0.427,119.988,audio_features,6Nw1WHydftZy2joT2nTiCR,spotify:track:6Nw1WHydftZy2joT2nTiCR,https://api.spotify.com/v1/tracks/6Nw1WHydftZy2joT2nTiCR,https://api.spotify.com/v1/audio-analysis/6Nw1WHydftZy2joT2nTiCR,190653,4,0
0.326,0.65,11,-9.574,0,0.199,0.396,0,0.119,0.438,84.461,audio_features,2lSyPI9VHK06g1yxbtwMXq,spotify:track:2lSyPI9VHK06g1yxbtwMXq,https://api.spotify.com/v1/tracks/2lSyPI9VHK06g1yxbtwMXq,https://api.spotify.com/v1/audio-analysis/2lSyPI9VHK06g1yxbtwMXq,211520,3,0
0.425,0.768,9,-5.969,1,0.272,0.0551,0,0.19,0.274,81.337,audio_features,1CivPhVrRCMZixFOQe3NKx,spotify:track:1CivPhVrRCMZixFOQe3NKx,https://api.spotify.com/v1/tracks/1CivPhVrRCMZixFOQe3NKx,https://api.spotify.com/v1/audio-analysis/1CivPhVrRCMZixFOQe3NKx,274960,4,0
0.332,0.791,1,-4.489,0,0.22,0.0311,0.000264,0.104,0.439,79.65,audio_features,2a3QH6bZDNpeC2YUMH5A2K,spotify:track:2a3QH6bZDNpeC2YUMH5A2K,https://api.spotify.com/v1/tracks/2a3QH6bZDNpeC2YUMH5A2K,https://api.spotify.com/v1/audio-analysis/2a3QH6bZDNpeC2YUMH5A2K,212800,4,0
0.455,0.647,1,-7.27,1,0.203,0.0207,0.0556,0.098,0.489,99.505,audio_features,2aMHA0kCzCKDiRTNEe4NJc,spotify:track:2aMHA0kCzCKDiRTNEe4NJc,https://api.spotify.com/v1/tracks/2aMHA0kCzCKDiRTNEe4NJc,https://api.spotify.com/v1/audio-analysis/2aMHA0kCzCKDiRTNEe4NJc,285307,3,0
0.831,0.427,2,-6.903,1,0.106,0.0531,0,0.307,0.216,93.004,audio_features,2wAJTrFhCnQyNSD3oUgTZO,spotify:track:2wAJTrFhCnQyNSD3oUgTZO,https://api.spotify.com/v1/tracks/2wAJTrFhCnQyNSD3oUgTZO,https://api.spotify.com/v1/audio-analysis/2wAJTrFhCnQyNSD3oUgTZO,235320,4,0
0.734,0.441,1,-9.203,1,0.117,0.14,2.91e-06,0.111,0.18,130.041,audio_features,6I6l5hEEVc7IQqMtRJWguT,spotify:track:6I6l5hEEVc7IQqMtRJWguT,https://api.spotify.com/v1/tracks/6I6l5hEEVc7IQqMtRJWguT,https://api.spotify.com/v1/audio-analysis/6I6l5hEEVc7IQqMtRJWguT,163103,4,0
0.884,0.698,0,-9.101,1,0.364,0.0405,0,0.195,0.575,140.068,audio_features,2EgB4n6XyBsuNUbuarr4eG,spotify:track:2EgB4n6XyBsuNUbuarr4eG,https://api.spotify.com/v1/tracks/2EgB4n6XyBsuNUbuarr4eG,https://api.spotify.com/v1/audio-analysis/2EgB4n6XyBsuNUbuarr4eG,191938,4,0
0.885,0.559,6,-7.085,1,0.322,0.00176,0,0.0973,0.565,76.472,audio_features,26oZOwsCywHXPRvLVORbgw,spotify:track:26oZOwsCywHXPRvLVORbgw,https://api.spotify.com/v1/tracks/26oZOwsCywHXPRvLVORbgw,https://api.spotify.com/v1/audio-analysis/26oZOwsCywHXPRvLVORbgw,251057,4,0
0.869,0.56,10,-7.59,1,0.137,0.0323,0,0.219,0.392,147.9,audio_features,3yAVrwXhueRFZMUjxkh2ia,spotify:track:3yAVrwXhueRFZMUjxkh2ia,https://api.spotify.com/v1/tracks/3yAVrwXhueRFZMUjxkh2ia,https://api.spotify.com/v1/audio-analysis/3yAVrwXhueRFZMUjxkh2ia,182487,4,0
0.876,0.519,11,-6.531,1,0.143,0.202,0,0.108,0.158,94.981,audio_features,1ZAyjvIk9YiD76yYy0TEG6,spotify:track:1ZAyjvIk9YiD76yYy0TEG6,https://api.spotify.com/v1/tracks/1ZAyjvIk9YiD76yYy0TEG6,https://api.spotify.com/v1/audio-analysis/1ZAyjvIk9YiD76yYy0TEG6,175230,4,0
0.686,0.694,6,-6.213,0,0.193,0.154,0,0.193,0.441,146.01,audio_features,7weyB4Zuj9QDwQrFbveSpG,spotify:track:7weyB4Zuj9QDwQrFbveSpG,https://api.spotify.com/v1/tracks/7weyB4Zuj9QDwQrFbveSpG,https://api.spotify.com/v1/audio-analysis/7weyB4Zuj9QDwQrFbveSpG,184905,4,0
0.791,0.835,5,-4.838,0,0.308,0.0259,0,0.142,0.428,156.02,audio_features,5ids0a6BGu6Q3bGmxcLC8Q,spotify:track:5ids0a6BGu6Q3bGmxcLC8Q,https://api.spotify.com/v1/tracks/5ids0a6BGu6Q3bGmxcLC8Q,https://api.spotify.com/v1/audio-analysis/5ids0a6BGu6Q3bGmxcLC8Q,209797,4,0
0.867,0.711,1,-5.44,0,0.121,0.104,0,0.0969,0.544,90.515,audio_features,0WbRIcUbmPUd8DIYcH13oD,spotify:track:0WbRIcUbmPUd8DIYcH13oD,https://api.spotify.com/v1/tracks/0WbRIcUbmPUd8DIYcH13oD,https://api.spotify.com/v1/audio-analysis/0WbRIcUbmPUd8DIYcH13oD,201779,4,0
0.827,0.642,1,-4.29,0,0.242,0.00905,1.5e-06,0.0865,0.181,145.004,audio_features,68449VKGwYShObwI2UFdFt,spotify:track:68449VKGwYShObwI2UFdFt,https://api.spotify.com/v1/tracks/68449VKGwYShObwI2UFdFt,https://api.spotify.com/v1/audio-analysis/68449VKGwYShObwI2UFdFt,272153,4,0
0.784,0.58,0,-6.656,1,0.167,0.176,0,0.0979,0.338,76.484,audio_features,4nSSZHI4FUIiQOJELTTZdS,spotify:track:4nSSZHI4FUIiQOJELTTZdS,https://api.spotify.com/v1/tracks/4nSSZHI4FUIiQOJELTTZdS,https://api.spotify.com/v1/audio-analysis/4nSSZHI4FUIiQOJELTTZdS,236944,4,0
0.791,0.429,8,-5.604,1,0.0775,0.0027,0,0.232,0.0951,151.995,audio_features,5I9ToLsF7Rrt9PZ71uk0Qq,spotify:track:5I9ToLsF7Rrt9PZ71uk0Qq,https://api.spotify.com/v1/tracks/5I9ToLsF7Rrt9PZ71uk0Qq,https://api.spotify.com/v1/audio-analysis/5I9ToLsF7Rrt9PZ71uk0Qq,201149,4,0
0.89,0.626,1,-5.042,1,0.191,0.00167,0,0.155,0.288,156.244,audio_features,1NMd9nujZzEGN34BtpO8Xf,spotify:track:1NMd9nujZzEGN34BtpO8Xf,https://api.spotify.com/v1/tracks/1NMd9nujZzEGN34BtpO8Xf,https://api.spotify.com/v1/audio-analysis/1NMd9nujZzEGN34BtpO8Xf,187009,4,0
0.749,0.45,7,-6.819,0,0.0547,0.0014,0,0.142,0.0535,74.94,audio_features,0p2HZtrsoJKgIYVAx0XDA5,spotify:track:0p2HZtrsoJKgIYVAx0XDA5,https://api.spotify.com/v1/tracks/0p2HZtrsoJKgIYVAx0XDA5,https://api.spotify.com/v1/audio-analysis/0p2HZtrsoJKgIYVAx0XDA5,176468,4,0
0.871,0.478,1,-10.466,1,0.282,0.085,0.000425,0.0896,0.15,132.001,audio_features,0gGBye5WT5kKMXZczipVwK,spotify:track:0gGBye5WT5kKMXZczipVwK,https://api.spotify.com/v1/tracks/0gGBye5WT5kKMXZczipVwK,https://api.spotify.com/v1/audio-analysis/0gGBye5WT5kKMXZczipVwK,190210,4,0
0.656,0.457,9,-7.328,1,0.374,0.0138,0,0.104,0.111,179.897,audio_features,0lZ3yLWp2pAWExImZVSGJ3,spotify:track:0lZ3yLWp2pAWExImZVSGJ3,https://api.spotify.com/v1/tracks/0lZ3yLWp2pAWExImZVSGJ3,https://api.spotify.com/v1/audio-analysis/0lZ3yLWp2pAWExImZVSGJ3,171287,4,0
0.558,0.384,6,-13.644,0,0.143,0.93,6.79e-05,0.604,0.829,75.956,audio_features,7LoWAhcGbxSkT6trTqXQR6,spotify:track:7LoWAhcGbxSkT6trTqXQR6,https://api.spotify.com/v1/tracks/7LoWAhcGbxSkT6trTqXQR6,https://api.spotify.com/v1/audio-analysis/7LoWAhcGbxSkT6trTqXQR6,74866,4,0
0.671,0.529,0,-7.226,1,0.307,0.0769,0.000335,0.0856,0.203,161.989,audio_features,4VXIryQMWpIdGgYR4TrjT1,spotify:track:4VXIryQMWpIdGgYR4TrjT1,https://api.spotify.com/v1/tracks/4VXIryQMWpIdGgYR4TrjT1,https://api.spotify.com/v1/audio-analysis/4VXIryQMWpIdGgYR4TrjT1,165820,4,0
0.511,0.566,6,-7.23,0,0.2,0.349,0,0.34,0.218,83.903,audio_features,285pBltuF7vW8TeWk8hdRR,spotify:track:285pBltuF7vW8TeWk8hdRR,https://api.spotify.com/v1/tracks/285pBltuF7vW8TeWk8hdRR,https://api.spotify.com/v1/audio-analysis/285pBltuF7vW8TeWk8hdRR,239836,4,0
0.742,0.579,0,-5.024,1,0.202,0.0381,0,0.0952,0.502,144.994,audio_features,1a7WZZZH7LzyvorhpOJFTe,spotify:track:1a7WZZZH7LzyvorhpOJFTe,https://api.spotify.com/v1/tracks/1a7WZZZH7LzyvorhpOJFTe,https://api.spotify.com/v1/audio-analysis/1a7WZZZH7LzyvorhpOJFTe,258475,4,0
0.736,0.67,10,-6.702,1,0.311,0.186,0,0.114,0.845,130.032,audio_features,5wujBwqG7INdStqGd4tRMX,spotify:track:5wujBwqG7INdStqGd4tRMX,https://api.spotify.com/v1/tracks/5wujBwqG7INdStqGd4tRMX,https://api.spotify.com/v1/audio-analysis/5wujBwqG7INdStqGd4tRMX,169999,4,0
0.776,0.736,7,-4.612,1,0.247,0.0802,0,0.159,0.233,147.946,audio_features,1fCeXjoRExPP2qwSBh2aST,spotify:track:1fCeXjoRExPP2qwSBh2aST,https://api.spotify.com/v1/tracks/1fCeXjoRExPP2qwSBh2aST,https://api.spotify.com/v1/audio-analysis/1fCeXjoRExPP2qwSBh2aST,186945,4,0
0.665,0.651,1,-5.515,1,0.156,0.0414,0,0.0896,0.237,163.935,audio_features,3oDkdAySo1VQQG0ptV7uwa,spotify:track:3oDkdAySo1VQQG0ptV7uwa,https://api.spotify.com/v1/tracks/3oDkdAySo1VQQG0ptV7uwa,https://api.spotify.com/v1/audio-analysis/3oDkdAySo1VQQG0ptV7uwa,175755,4,0
0.523,0.678,8,-6.071,1,0.0692,0.000616,0,0.142,0.277,159.909,audio_features,0INehbMZOFPnaPBAjK97i3,spotify:track:0INehbMZOFPnaPBAjK97i3,https://api.spotify.com/v1/tracks/0INehbMZOFPnaPBAjK97i3,https://api.spotify.com/v1/audio-analysis/0INehbMZOFPnaPBAjK97i3,244194,4,0
0.631,0.709,2,-4.666,1,0.0505,0.0963,0,0.376,0.2,84.504,audio_features,0WZFN4E8HrmGUU0EMyKQ8c,spotify:track:0WZFN4E8HrmGUU0EMyKQ8c,https://api.spotify.com/v1/tracks/0WZFN4E8HrmGUU0EMyKQ8c,https://api.spotify.com/v1/audio-analysis/0WZFN4E8HrmGUU0EMyKQ8c,176443,4,0
0.715,0.574,7,-6.236,1,0.0817,0.373,0,0.174,0.337,157.0,audio_features,1wa6QQsdSE3X2GbRljGpFk,spotify:track:1wa6QQsdSE3X2GbRljGpFk,https://api.spotify.com/v1/tracks/1wa6QQsdSE3X2GbRljGpFk,https://api.spotify.com/v1/audio-analysis/1wa6QQsdSE3X2GbRljGpFk,183703,4,0
0.642,0.562,11,-4.869,0,0.0812,0.032,0,0.168,0.177,158.001,audio_features,49QVOdWgGagzLrThkIqtK6,spotify:track:49QVOdWgGagzLrThkIqtK6,https://api.spotify.com/v1/tracks/49QVOdWgGagzLrThkIqtK6,https://api.spotify.com/v1/audio-analysis/49QVOdWgGagzLrThkIqtK6,170539,4,0
0.62,0.451,6,-7.623,1,0.17,0.128,0,0.373,0.294,156.906,audio_features,3XRQT7EoS4U87rUuJwg5P3,spotify:track:3XRQT7EoS4U87rUuJwg5P3,https://api.spotify.com/v1/tracks/3XRQT7EoS4U87rUuJwg5P3,https://api.spotify.com/v1/audio-analysis/3XRQT7EoS4U87rUuJwg5P3,122285,4,0
0.631,0.672,11,-4.583,1,0.0347,0.0811,0,0.154,0.282,119.948,audio_features,19m3E0nMZobyA93AxMXC32,spotify:track:19m3E0nMZobyA93AxMXC32,https://api.spotify.com/v1/tracks/19m3E0nMZobyA93AxMXC32,https://api.spotify.com/v1/audio-analysis/19m3E0nMZobyA93AxMXC32,192859,4,0
0.373,0.717,1,-5.833,0,0.083,0.0568,0,0.114,0.293,109.977,audio_features,24BNgrtp6Fag4M5BQPEgsV,spotify:track:24BNgrtp6Fag4M5BQPEgsV,https://api.spotify.com/v1/tracks/24BNgrtp6Fag4M5BQPEgsV,https://api.spotify.com/v1/audio-analysis/24BNgrtp6Fag4M5BQPEgsV,162981,5,0
0.794,0.459,7,-7.404,1,0.0941,0.208,7.17e-06,0.12,0.266,149.033,audio_features,17Cs25j5Ui6X6W4Hk1kAyC,spotify:track:17Cs25j5Ui6X6W4Hk1kAyC,https://api.spotify.com/v1/tracks/17Cs25j5Ui6X6W4Hk1kAyC,https://api.spotify.com/v1/audio-analysis/17Cs25j5Ui6X6W4Hk1kAyC,187007,4,0
0.637,0.476,1,-18.382,1,0.544,0.786,4.27e-06,0.939,0.262,91.872,audio_features,1p7DC2sFe7aJdO1RZdO3tC,spotify:track:1p7DC2sFe7aJdO1RZdO3tC,https://api.spotify.com/v1/tracks/1p7DC2sFe7aJdO1RZdO3tC,https://api.spotify.com/v1/audio-analysis/1p7DC2sFe7aJdO1RZdO3tC,64194,5,0
0.652,0.218,2,-18.186,1,0.206,0.933,5.11e-05,0.591,0.688,114.424,audio_features,4TlZtoFcV9fKSxs3RVy9Td,spotify:track:4TlZtoFcV9fKSxs3RVy9Td,https://api.spotify.com/v1/tracks/4TlZtoFcV9fKSxs3RVy9Td,https://api.spotify.com/v1/audio-analysis/4TlZtoFcV9fKSxs3RVy9Td,74590,4,0
0.81,0.458,4,-7.495,0,0.105,0.266,0,0.174,0.493,125.049,audio_features,2OsDoAzo5SGq10qwmKSQBv,spotify:track:2OsDoAzo5SGq10qwmKSQBv,https://api.spotify.com/v1/tracks/2OsDoAzo5SGq10qwmKSQBv,https://api.spotify.com/v1/audio-analysis/2OsDoAzo5SGq10qwmKSQBv,271067,4,0
0.732,0.586,1,-7.868,1,0.232,0.0402,2.66e-06,0.121,0.73,76.48,audio_features,2vs5ubqg8QUbfyWZpMfvWe,spotify:track:2vs5ubqg8QUbfyWZpMfvWe,https://api.spotify.com/v1/tracks/2vs5ubqg8QUbfyWZpMfvWe,https://api.spotify.com/v1/audio-analysis/2vs5ubqg8QUbfyWZpMfvWe,169920,4,0
0.656,0.542,7,-7.358,1,0.323,0.0484,0,0.126,0.551,166.111,audio_features,5274I4mUMnYczyeXkGDWZN,spotify:track:5274I4mUMnYczyeXkGDWZN,https://api.spotify.com/v1/tracks/5274I4mUMnYczyeXkGDWZN,https://api.spotify.com/v1/audio-analysis/5274I4mUMnYczyeXkGDWZN,141587,4,0
0.903,0.609,10,-7.555,0,0.237,0.0301,1.61e-05,0.179,0.268,149.991,audio_features,3fFBZvG777xoKyvcrBq7lc,spotify:track:3fFBZvG777xoKyvcrBq7lc,https://api.spotify.com/v1/tracks/3fFBZvG777xoKyvcrBq7lc,https://api.spotify.com/v1/audio-analysis/3fFBZvG777xoKyvcrBq7lc,207867,4,0
0.75,0.387,1,-10.123,0,0.487,0.122,0,0.0993,0.739,143.019,audio_features,2EhJijFUs0WUmNClDBpYJq,spotify:track:2EhJijFUs0WUmNClDBpYJq,https://api.spotify.com/v1/tracks/2EhJijFUs0WUmNClDBpYJq,https://api.spotify.com/v1/audio-analysis/2EhJijFUs0WUmNClDBpYJq,102560,4,0
0.811,0.526,8,-7.003,1,0.161,0.00779,0.0642,0.13,0.248,149.954,audio_features,0nWMTq3fBceV1uZlhFn6of,spotify:track:0nWMTq3fBceV1uZlhFn6of,https://api.spotify.com/v1/tracks/0nWMTq3fBceV1uZlhFn6of,https://api.spotify.com/v1/audio-analysis/0nWMTq3fBceV1uZlhFn6of,180080,4,0
0.951,0.401,0,-8.92,0,0.411,0.0185,0,0.149,0.539,129.976,audio_features,1hHe7cirScEJWgAS0JFqTL,spotify:track:1hHe7cirScEJWgAS0JFqTL,https://api.spotify.com/v1/tracks/1hHe7cirScEJWgAS0JFqTL,https://api.spotify.com/v1/audio-analysis/1hHe7cirScEJWgAS0JFqTL,192907,4,0
0.456,0.516,8,-10.512,1,0.459,0.098,0,0.115,0.684,77.058,audio_features,3thLnNvO9IctWoccbsZyJV,spotify:track:3thLnNvO9IctWoccbsZyJV,https://api.spotify.com/v1/tracks/3thLnNvO9IctWoccbsZyJV,https://api.spotify.com/v1/audio-analysis/3thLnNvO9IctWoccbsZyJV,151013,4,0
0.795,0.386,10,-10.638,1,0.18,0.245,0,0.0973,0.619,131.971,audio_features,5ExHDzOoOhC4xZGPh9zyQZ,spotify:track:5ExHDzOoOhC4xZGPh9zyQZ,https://api.spotify.com/v1/tracks/5ExHDzOoOhC4xZGPh9zyQZ,https://api.spotify.com/v1/audio-analysis/5ExHDzOoOhC4xZGPh9zyQZ,121000,4,0
0.73,0.465,1,-6.29,1,0.278,0.0117,0,0.28,0.367,148.028,audio_features,4VMiNOpnjRwSCwmHaUfOMM,spotify:track:4VMiNOpnjRwSCwmHaUfOMM,https://api.spotify.com/v1/tracks/4VMiNOpnjRwSCwmHaUfOMM,https://api.spotify.com/v1/audio-analysis/4VMiNOpnjRwSCwmHaUfOMM,170920,4,0
0.818,0.443,5,-11.444,0,0.404,0.114,0,0.412,0.722,74.491,audio_features,7L95O7D34EWhwtDCQkwGMR,spotify:track:7L95O7D34EWhwtDCQkwGMR,https://api.spotify.com/v1/tracks/7L95O7D34EWhwtDCQkwGMR,https://api.spotify.com/v1/audio-analysis/7L95O7D34EWhwtDCQkwGMR,184960,4,0
0.819,0.719,1,-8.084,1,0.168,0.0172,1.11e-05,0.107,0.575,149.97,audio_features,3xBHLZwRfi0fjO9euaj5zf,spotify:track:3xBHLZwRfi0fjO9euaj5zf,https://api.spotify.com/v1/tracks/3xBHLZwRfi0fjO9euaj5zf,https://api.spotify.com/v1/audio-analysis/3xBHLZwRfi0fjO9euaj5zf,217000,4,0
0.577,0.488,11,-8.252,1,0.418,0.0895,1.1e-05,0.103,0.115,108.238,audio_features,4hEbkVAl2qRs8vZy03tsDi,spotify:track:4hEbkVAl2qRs8vZy03tsDi,https://api.spotify.com/v1/tracks/4hEbkVAl2qRs8vZy03tsDi,https://api.spotify.com/v1/audio-analysis/4hEbkVAl2qRs8vZy03tsDi,214253,5,0
0.755,0.503,0,-8.06,1,0.206,0.0492,0,0.226,0.524,142.011,audio_features,0JR7iZZ6Ql79sXW3rbiS3F,spotify:track:0JR7iZZ6Ql79sXW3rbiS3F,https://api.spotify.com/v1/tracks/0JR7iZZ6Ql79sXW3rbiS3F,https://api.spotify.com/v1/audio-analysis/0JR7iZZ6Ql79sXW3rbiS3F,230533,4,0
0.753,0.616,2,-7.34,1,0.165,0.00151,7.1e-06,0.291,0.287,156.83,audio_features,2MfcvcvWSUkstTDZXYIakq,spotify:track:2MfcvcvWSUkstTDZXYIakq,https://api.spotify.com/v1/tracks/2MfcvcvWSUkstTDZXYIakq,https://api.spotify.com/v1/audio-analysis/2MfcvcvWSUkstTDZXYIakq,196333,4,0
0.736,0.482,4,-8.242,1,0.196,0.327,0,0.229,0.608,140.064,audio_features,6gzIcEUuswJQGfJNPYMjjv,spotify:track:6gzIcEUuswJQGfJNPYMjjv,https://api.spotify.com/v1/tracks/6gzIcEUuswJQGfJNPYMjjv,https://api.spotify.com/v1/audio-analysis/6gzIcEUuswJQGfJNPYMjjv,224507,4,0
0.531,0.982,9,-4.084,1,0.0522,0.00224,7.2e-05,0.409,0.601,110.038,audio_features,0qHZLbdu7tFETqcv0CCSCQ,spotify:track:0qHZLbdu7tFETqcv0CCSCQ,https://api.spotify.com/v1/tracks/0qHZLbdu7tFETqcv0CCSCQ,https://api.spotify.com/v1/audio-analysis/0qHZLbdu7tFETqcv0CCSCQ,239200,4,0
0.566,0.957,9,-5.003,0,0.073,0.000911,0.000667,0.676,0.387,120.031,audio_features,1QtWdunE67eJyGwComRPxc,spotify:track:1QtWdunE67eJyGwComRPxc,https://api.spotify.com/v1/tracks/1QtWdunE67eJyGwComRPxc,https://api.spotify.com/v1/audio-analysis/1QtWdunE67eJyGwComRPxc,259973,4,0
0.528,0.929,7,-4.714,1,0.0354,0.00375,0.0042,0.193,0.332,103.023,audio_features,3Z4iGuucaLiucT6b0Yn9wJ,spotify:track:3Z4iGuucaLiucT6b0Yn9wJ,https://api.spotify.com/v1/tracks/3Z4iGuucaLiucT6b0Yn9wJ,https://api.spotify.com/v1/audio-analysis/3Z4iGuucaLiucT6b0Yn9wJ,305307,4,0
0.312,0.911,7,-5.333,1,0.0453,0.000866,5.36e-05,0.131,0.242,200.135,audio_features,6JXW9tXdCY3dTxHYNVVBmF,spotify:track:6JXW9tXdCY3dTxHYNVVBmF,https://api.spotify.com/v1/tracks/6JXW9tXdCY3dTxHYNVVBmF,https://api.spotify.com/v1/audio-analysis/6JXW9tXdCY3dTxHYNVVBmF,249067,4,0
0.43,0.861,9,-5.412,1,0.045,0.0186,0.000325,0.133,0.168,134.062,audio_features,6dxDIDC7tFusgm95IRCcZK,spotify:track:6dxDIDC7tFusgm95IRCcZK,https://api.spotify.com/v1/tracks/6dxDIDC7tFusgm95IRCcZK,https://api.spotify.com/v1/audio-analysis/6dxDIDC7tFusgm95IRCcZK,297613,4,0
0.413,0.855,9,-4.348,1,0.0487,0.00967,2.39e-05,0.205,0.557,159.962,audio_features,2ocjqqxRIw4gK81d6zd0s4,spotify:track:2ocjqqxRIw4gK81d6zd0s4,https://api.spotify.com/v1/tracks/2ocjqqxRIw4gK81d6zd0s4,https://api.spotify.com/v1/audio-analysis/2ocjqqxRIw4gK81d6zd0s4,200653,3,0
0.273,0.857,3,-5.944,0,0.0523,0.0663,0.00017,0.0975,0.0701,174.875,audio_features,6lvw7F25sLuIqsZVeM52Ks,spotify:track:6lvw7F25sLuIqsZVeM52Ks,https://api.spotify.com/v1/tracks/6lvw7F25sLuIqsZVeM52Ks,https://api.spotify.com/v1/audio-analysis/6lvw7F25sLuIqsZVeM52Ks,240747,3,0
0.326,0.927,10,-4.948,1,0.0605,0.0105,0.000174,0.088,0.351,188.062,audio_features,2w9M1mgovh5PmFcVvZxoko,spotify:track:2w9M1mgovh5PmFcVvZxoko,https://api.spotify.com/v1/tracks/2w9M1mgovh5PmFcVvZxoko,https://api.spotify.com/v1/audio-analysis/2w9M1mgovh5PmFcVvZxoko,309933,4,0
0.375,0.781,7,-6.999,1,0.0353,0.247,7.62e-06,0.154,0.252,175.943,audio_features,1elQPVNUb0zeOSIl5pIz9c,spotify:track:1elQPVNUb0zeOSIl5pIz9c,https://api.spotify.com/v1/tracks/1elQPVNUb0zeOSIl5pIz9c,https://api.spotify.com/v1/audio-analysis/1elQPVNUb0zeOSIl5pIz9c,358147,3,0
0.509,0.969,8,-4.259,1,0.0452,0.00213,0.00356,0.365,0.363,104.977,audio_features,63lZKTzbi9PZEmfVMduPrE,spotify:track:63lZKTzbi9PZEmfVMduPrE,https://api.spotify.com/v1/tracks/63lZKTzbi9PZEmfVMduPrE,https://api.spotify.com/v1/audio-analysis/63lZKTzbi9PZEmfVMduPrE,224227,4,0
